年月日,時刻コード,システムプライス,売500MW,買500MW,売1000MW,買1000MW,売5000MW,買5000MW
2023/04/01,1,10.48,10.37,10.69,10.35,11.66,4.00,16.64
2023/04/01,2,10.41,10.37,10.86,10.35,11.07,5.84,14.96
2023/04/01,3,10.42,10.37,10.75,10.36,11.00,5.84,14.43
2023/04/01,4,10.37,10.35,10.47,10.35,10.88,5.84,14.31
2023/04/01,5,10.35,10.35,10.40,10.27,10.80,4.10,14.24
2023/04/01,6,10.35,10.34,10.37,10.20,10.53,4.10,14.48
2023/04/01,7,10.37,10.35,10.49,10.35,10.72,5.50,14.68
2023/04/01,8,10.41,10.37,10.60,10.35,11.51,5.84,14.93
2023/04/01,9,10.60,10.48,10.98,10.37,12.00,5.84,15.00
2023/04/01,10,10.97,10.67,12.88,10.54,14.21,6.00,15.59
2023/04/01,11,13.15,11.40,14.21,10.85,14.23,9.18,15.87
2023/04/01,12,14.22,13.15,14.24,11.26,14.59,9.22,17.34
2023/04/01,13,13.50,11.45,14.23,10.72,14.24,5.84,16.21
2023/04/01,14,10.37,10.24,10.46,10.13,10.70,1.00,14.83
2023/04/01,15,6.03,5.84,8.46,5.00,10.00,0.01,14.00
2023/04/01,16,1.00,0.01,1.00,0.01,3.00,0.01,10.21
2023/04/01,17,0.01,0.01,0.01,0.01,0.01,0.01,3.64
2023/04/01,18,0.01,0.01,0.01,0.01,0.01,0.01,1.00
2023/04/01,19,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/01,20,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/01,21,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/01,22,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/01,23,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/01,24,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/01,25,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/01,26,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/01,27,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/01,28,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/01,29,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/01,30,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/01,31,0.01,0.01,0.01,0.01,0.01,0.01,1.00
2023/04/01,32,0.01,0.01,0.01,0.01,0.01,0.01,5.00
2023/04/01,33,3.00,1.41,4.65,1.00,6.00,0.01,10.37
2023/04/01,34,6.28,5.00,7.95,3.01,10.00,0.01,13.88
2023/04/01,35,10.49,10.35,10.75,10.00,11.01,0.01,14.72
2023/04/01,36,14.19,13.77,14.20,11.08,14.70,4.10,17.30
2023/04/01,37,13.60,12.11,14.19,11.05,14.21,7.00,16.35
2023/04/01,38,14.19,13.00,14.24,11.66,14.59,7.71,17.40
2023/04/01,39,14.19,12.87,14.23,11.18,14.59,7.71,16.56
2023/04/01,40,13.50,11.32,14.19,11.01,14.24,7.71,16.24
2023/04/01,41,12.42,11.05,13.60,10.93,14.23,6.28,16.40
2023/04/01,42,12.60,11.08,13.50,10.88,14.19,6.28,16.21
2023/04/01,43,10.98,10.75,11.45,10.17,13.50,5.00,15.13
2023/04/01,44,10.80,10.56,11.05,10.40,12.81,6.00,14.96
2023/04/01,45,13.88,11.30,14.22,10.82,14.22,8.00,16.10
2023/04/01,46,11.02,10.65,13.42,10.49,13.44,5.84,15.15
2023/04/01,47,10.88,10.63,11.45,10.42,12.84,5.84,15.09
2023/04/01,48,10.72,10.50,11.05,10.29,11.05,5.83,15.00
2023/04/02,1,11.32,10.66,11.47,10.50,13.07,7.80,17.60
2023/04/02,2,11.17,10.64,11.17,10.49,11.68,6.28,16.06
2023/04/02,3,10.64,10.49,10.84,10.35,11.00,6.27,14.93
2023/04/02,4,10.80,10.51,10.84,10.36,11.12,6.00,15.00
2023/04/02,5,10.67,10.50,10.78,10.35,10.84,5.84,15.00
2023/04/02,6,10.81,10.53,10.84,10.43,10.85,5.84,15.15
2023/04/02,7,10.67,10.50,10.67,10.40,10.78,6.00,15.06
2023/04/02,8,10.69,10.53,10.84,10.40,10.85,6.26,15.37
2023/04/02,9,10.88,10.65,11.01,10.50,11.05,6.00,16.53
2023/04/02,10,11.24,10.85,12.71,10.60,13.00,6.28,16.48
2023/04/02,11,12.50,10.64,13.00,10.40,13.88,5.84,17.60
2023/04/02,12,13.02,10.82,13.14,10.35,13.28,5.84,17.38
2023/04/02,13,11.93,10.51,12.56,10.03,13.00,1.00,16.93
2023/04/02,14,9.40,8.54,10.00,7.00,10.00,0.01,14.66
2023/04/02,15,3.00,1.22,4.65,1.00,5.00,0.01,13.00
2023/04/02,16,0.01,0.01,0.01,0.01,0.01,0.01,8.54
2023/04/02,17,0.01,0.01,0.01,0.01,0.01,0.01,5.00
2023/04/02,18,0.01,0.01,0.01,0.01,0.01,0.01,0.88
2023/04/02,19,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/02,20,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/02,21,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/02,22,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/02,23,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/02,24,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/02,25,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/02,26,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/02,27,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/02,28,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/02,29,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/02,30,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/02,31,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/02,32,0.01,0.01,0.01,0.01,0.01,0.01,1.00
2023/04/02,33,0.01,0.01,0.01,0.01,0.02,0.01,8.98
2023/04/02,34,3.00,1.39,5.00,1.00,6.01,0.01,14.23
2023/04/02,35,8.92,7.95,9.99,6.28,10.03,0.01,14.86
2023/04/02,36,10.13,10.00,10.87,9.39,12.07,0.04,16.28
2023/04/02,37,10.94,10.16,12.07,10.03,12.78,3.00,16.27
2023/04/02,38,11.21,10.82,12.07,10.16,13.26,5.00,16.28
2023/04/02,39,11.26,11.02,12.07,10.83,13.00,7.71,16.00
2023/04/02,40,11.08,10.90,11.38,10.64,12.07,7.71,15.40
2023/04/02,41,11.08,10.94,11.52,10.67,12.07,7.30,15.97
2023/04/02,42,11.00,10.70,11.08,10.53,11.76,6.74,15.78
2023/04/02,43,10.88,10.63,11.10,10.17,12.26,6.28,15.78
2023/04/02,44,10.67,10.54,10.96,10.33,11.43,6.28,15.36
2023/04/02,45,10.80,10.56,11.22,10.44,12.88,6.27,15.62
2023/04/02,46,10.56,10.39,10.80,10.16,10.93,5.84,15.00
2023/04/02,47,10.39,10.17,10.56,10.03,10.69,5.84,14.79
2023/04/02,48,10.05,10.00,10.26,9.83,10.35,5.00,14.48
2023/04/03,1,10.86,10.65,13.07,10.58,13.88,7.72,14.47
2023/04/03,2,10.84,10.51,11.17,10.45,12.00,7.72,13.12
2023/04/03,3,10.64,10.48,11.17,10.42,12.00,6.00,13.13
2023/04/03,4,10.64,10.48,10.83,10.41,13.00,5.84,13.15
2023/04/03,5,10.48,10.41,10.64,10.35,11.14,6.00,11.16
2023/04/03,6,10.59,10.41,10.73,10.41,11.29,7.72,11.68
2023/04/03,7,10.41,10.35,10.55,10.24,10.68,6.00,10.82
2023/04/03,8,10.41,10.35,10.58,10.26,10.72,6.00,11.48
2023/04/03,9,10.63,10.41,10.82,10.41,11.06,8.18,14.00
2023/04/03,10,10.67,10.54,10.91,10.43,11.23,8.54,14.24
2023/04/03,11,10.97,10.72,12.00,10.60,14.03,8.82,14.70
2023/04/03,12,11.05,10.83,12.50,10.64,14.13,8.54,14.72
2023/04/03,13,10.93,10.73,11.26,10.55,13.88,7.00,14.48
2023/04/03,14,10.59,10.43,10.70,10.13,10.86,5.84,14.00
2023/04/03,15,10.16,10.04,10.37,10.00,10.52,1.00,11.24
2023/04/03,16,8.82,8.00,8.98,6.00,9.78,0.01,10.50
2023/04/03,17,10.00,9.84,10.04,8.96,10.17,0.01,12.59
2023/04/03,18,6.01,5.00,8.82,4.29,8.98,0.01,10.16
2023/04/03,19,3.48,2.00,5.00,1.00,6.00,0.01,9.96
2023/04/03,20,1.01,1.00,2.30,0.21,4.65,0.01,8.96
2023/04/03,21,0.01,0.01,0.01,0.01,0.50,0.01,4.47
2023/04/03,22,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/03,23,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/03,24,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/03,25,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/03,26,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/03,27,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/03,28,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023/04/03,29,0.01,0.01,0.02,0.01,0.50,0.01,3.00
2023/04/03,30,1.00,1.00,2.00,0.03,4.65,0.01,8.98
2023/04/03,31,7.95,6.00,8.92,5.00,9.62,0.01,10.20
2023/04/03,32,10.17,10.04,10.46,10.00,10.62,1.00,13.91
2023/04/03,33,8.82,6.00,8.98,4.65,10.00,0.01,10.59
2023/04/03,34,10.35,10.00,10.60,9.62,10.69,0.06,11.28
2023/04/03,35,11.01,10.84,11.45,10.68,11.50,4.65,14.24
2023/04/03,36,14.48,14.20,14.79,13.91,14.99,9.63,15.84
2023/04/03,37,14.96,14.72,15.06,14.48,15.79,10.35,17.50
2023/04/03,38,15.00,14.89,15.65,14.66,16.38,10.64,19.10
2023/04/03,39,14.89,14.68,15.00,14.24,15.49,10.16,19.09
2023/04/03,40,14.65,14.24,14.86,14.00,15.00,10.13,17.05
2023/04/03,41,14.24,14.19,14.65,13.88,14.86,10.04,15.94
2023/04/03,42,14.04,13.60,14.24,13.14,14.60,10.00,15.24
2023/04/03,43,14.23,13.97,14.38,13.27,14.72,9.39,15.94
2023/04/03,44,13.50,13.09,14.22,11.23,14.24,9.20,14.89
2023/04/03,45,14.23,14.00,14.31,13.14,14.70,9.39,15.03
2023/04/03,46,14.00,13.26,14.22,11.14,14.40,8.96,14.86
2023/04/03,47,13.50,12.00,14.22,11.02,14.24,8.92,14.86
2023/04/03,48,11.31,10.97,13.50,10.73,14.00,7.72,14.48
2023/04/04,1,13.62,11.05,14.22,10.84,14.22,8.92,19.97
2023/04/04,2,11.35,10.80,13.14,10.57,13.14,8.92,14.70
2023/04/04,3,11.17,10.75,13.00,10.54,13.00,8.82,14.36
2023/04/04,4,10.76,10.54,11.18,10.45,11.18,8.19,14.29
2023/04/04,5,10.86,10.61,11.39,10.50,11.39,8.19,14.60
2023/04/04,6,10.94,10.72,13.00,10.54,14.00,8.50,14.79
2023/04/04,7,11.05,10.84,14.00,10.60,14.22,8.68,15.15
2023/04/04,8,11.10,10.83,13.99,10.61,14.23,8.92,15.36
2023/04/04,9,11.74,10.98,14.22,10.76,14.23,8.92,15.15
2023/04/04,10,14.22,12.72,14.24,11.07,14.59,9.16,16.48
2023/04/04,11,14.48,14.20,14.65,13.94,14.74,9.40,17.73
