年月日,時刻コード,システムプライス,売500MW,買500MW,売1000MW,買1000MW,売5000MW,買5000MW
2022/04/01,1,11.97,10.39,12.30,10.39,14.28,0.01,27.85
2022/04/01,2,14.47,12.71,14.89,11.96,17.30,1.00,28.24
2022/04/01,3,15.00,14.28,17.30,12.52,18.38,6.00,27.92
2022/04/01,4,16.55,14.49,17.60,14.00,21.77,6.00,28.11
2022/04/01,5,17.30,16.10,17.60,14.49,24.32,8.30,28.95
2022/04/01,6,14.77,14.15,16.55,12.52,17.44,1.00,27.96
2022/04/01,7,14.89,14.28,16.55,13.45,17.43,4.65,28.45
2022/04/01,8,14.89,14.28,16.55,13.45,17.43,8.30,28.70
2022/04/01,9,14.89,14.28,16.55,13.45,17.43,8.41,28.63
2022/04/01,10,16.55,14.89,17.43,14.28,24.32,10.00,35.04
2022/04/01,11,17.10,16.10,17.60,14.72,24.32,11.91,36.12
2022/04/01,12,24.32,17.43,25.49,16.55,26.79,12.09,36.35
2022/04/01,13,24.77,24.77,25.70,23.95,26.79,13.99,37.03
2022/04/01,14,24.77,23.95,24.77,22.29,26.79,12.26,36.26
2022/04/01,15,23.95,22.24,24.28,18.38,24.28,11.83,27.64
2022/04/01,16,20.04,18.38,22.24,17.10,23.95,10.71,26.42
2022/04/01,17,20.00,17.60,22.24,16.55,22.24,10.71,24.77
2022/04/01,18,14.15,12.29,14.72,11.21,16.10,7.60,22.24
2022/04/01,19,14.49,14.15,14.72,11.83,16.55,9.18,22.24
2022/04/01,20,10.10,9.75,10.10,9.39,10.10,0.01,16.55
2022/04/01,21,1.00,0.01,2.00,0.01,4.65,0.01,10.10
2022/04/01,22,1.30,0.01,2.00,0.01,4.65,0.01,10.10
2022/04/01,23,0.01,0.01,0.01,0.01,1.80,0.01,10.10
2022/04/01,24,0.01,0.01,1.00,0.01,2.00,0.01,10.10
2022/04/01,25,0.01,0.01,0.01,0.01,0.01,0.01,8.30
2022/04/01,26,0.01,0.01,0.01,0.01,0.01,0.01,2.00
2022/04/01,27,0.01,0.01,0.01,0.01,0.01,0.01,9.75
2022/04/01,28,0.01,0.01,0.01,0.01,0.01,0.01,9.39
2022/04/01,29,0.01,0.01,0.01,0.01,0.01,0.01,9.39
2022/04/01,30,0.01,0.01,0.01,0.01,1.00,0.01,10.10
2022/04/01,31,0.01,0.01,1.23,0.01,2.00,0.01,10.10
2022/04/01,32,9.75,9.75,10.10,9.18,10.10,0.01,16.55
2022/04/01,33,14.28,13.99,14.72,11.83,15.00,3.00,24.77
2022/04/01,34,24.01,22.24,24.32,18.38,24.32,11.98,35.00
2022/04/01,35,24.28,24.28,24.28,23.65,24.32,17.60,28.32
2022/04/01,36,28.32,27.46,28.32,26.79,28.32,24.32,40.00
2022/04/01,37,35.00,30.00,36.19,28.32,36.26,24.78,45.99
2022/04/01,38,36.21,36.13,36.42,33.32,36.77,26.03,50.00
2022/04/01,39,28.32,28.32,35.00,28.32,36.13,24.77,45.03
2022/04/01,40,28.32,28.32,28.32,28.32,30.00,24.77,44.55
2022/04/01,41,28.32,27.46,28.32,26.79,28.32,23.95,37.81
2022/04/01,42,26.79,26.79,27.41,25.92,27.64,22.24,36.96
2022/04/01,43,26.92,26.79,27.64,26.79,28.32,22.24,37.58
2022/04/01,44,25.01,24.78,26.42,24.77,26.79,20.00,36.40
2022/04/01,45,28.32,28.12,35.01,26.79,36.12,16.87,45.03
2022/04/01,46,26.03,25.67,26.79,23.95,26.79,14.28,38.47
2022/04/01,47,24.28,23.95,25.69,22.24,26.03,11.76,37.58
2022/04/01,48,18.38,16.55,23.95,14.89,23.95,3.00,36.96
2022/04/02,1,23.81,19.13,23.81,18.38,25.87,9.00,45.03
2022/04/02,2,23.81,19.13,23.81,18.38,26.06,9.00,39.29
2022/04/02,3,24.18,20.21,24.28,18.88,26.06,11.51,39.18
2022/04/02,4,24.18,24.18,25.92,20.21,26.92,11.92,39.28
2022/04/02,5,24.18,24.18,24.18,20.21,26.06,11.58,39.20
2022/04/02,6,24.18,24.18,24.18,20.21,26.06,13.05,39.59
2022/04/02,7,24.18,24.18,26.06,24.18,26.79,16.13,39.31
2022/04/02,8,26.06,24.18,26.79,24.18,26.79,16.86,39.30
2022/04/02,9,26.79,26.06,26.79,24.18,29.71,17.13,39.70
2022/04/02,10,26.79,26.06,29.99,24.18,30.18,17.13,40.00
2022/04/02,11,26.79,26.06,30.00,24.18,32.57,17.30,41.54
2022/04/02,12,26.79,26.79,31.68,26.79,32.09,17.30,41.82
2022/04/02,13,23.92,23.91,23.92,23.91,23.92,17.30,39.18
2022/04/02,14,23.81,20.21,23.81,19.93,23.81,11.53,24.28
2022/04/02,15,22.05,20.00,23.81,18.88,23.81,8.41,38.80
2022/04/02,16,18.38,16.73,18.88,14.52,18.38,4.65,28.91
