年月日,時刻コード,回避可能原価全国値(円/kWh),回避可能原価北海道(円/kWh),回避可能原価東北(円/kWh),回避可能原価東京(円/kWh),回避可能原価中部(円/kWh),回避可能原価北陸(円/kWh),回避可能原価関西(円/kWh),回避可能原価中国(円/kWh),回避可能原価四国(円/kWh),回避可能原価九州(円/kWh),FIP参照価格(卸電力取引市場分)全国値(円/kWh),FIP参照価格(卸電力取引市場分)北海道(円/kWh),FIP参照価格(卸電力取引市場分)東北(円/kWh),FIP参照価格(卸電力取引市場分)東京(円/kWh),FIP参照価格(卸電力取引市場分)中部(円/kWh),FIP参照価格(卸電力取引市場分)北陸(円/kWh),FIP参照価格(卸電力取引市場分)関西(円/kWh),FIP参照価格(卸電力取引市場分)中国(円/kWh),FIP参照価格(卸電力取引市場分)四国(円/kWh),FIP参照価格(卸電力取引市場分)九州(円/kWh)
2019/04/01,1,8.21,9.47,6.66,6.66,5.75,5.75,5.75,5.76,5.75,5.75,,,,,,,,,,
2019/04/01,2,6.66,9.47,6.66,6.66,5.48,5.48,5.48,5.51,5.48,5.48,,,,,,,,,,
2019/04/01,3,6.51,9.47,6.59,6.59,5.20,5.20,5.20,5.26,5.20,5.20,,,,,,,,,,
2019/04/01,4,6.51,6.59,6.59,6.59,5.04,5.04,5.04,5.07,5.04,5.04,,,,,,,,,,
2019/04/01,5,6.49,6.57,6.57,6.57,5.73,5.73,5.73,5.74,5.73,5.73,,,,,,,,,,
2019/04/01,6,6.57,6.57,6.57,6.57,5.85,5.85,5.85,5.85,5.85,5.85,,,,,,,,,,
2019/04/01,7,6.59,6.59,6.61,6.59,6.59,6.59,6.59,6.59,6.59,6.59,,,,,,,,,,
2019/04/01,8,6.51,6.59,6.60,6.59,5.65,5.65,5.65,5.66,5.68,5.65,,,,,,,,,,
2019/04/01,9,6.49,6.49,6.52,6.49,5.85,5.85,5.85,5.85,5.91,5.85,,,,,,,,,,
2019/04/01,10,6.40,6.49,6.49,6.49,5.51,5.51,5.51,5.53,5.52,5.51,,,,,,,,,,
2019/04/01,11,6.38,6.47,6.47,6.47,5.51,5.51,5.51,5.52,5.54,5.51,,,,,,,,,,
2019/04/01,12,6.47,6.54,6.54,6.54,5.65,5.65,5.65,5.65,5.65,5.65,,,,,,,,,,
2019/04/01,13,6.47,6.56,6.56,6.56,5.85,5.85,5.85,5.85,5.85,5.85,,,,,,,,,,
2019/04/01,14,6.65,27.30,6.65,6.65,6.65,6.65,6.65,6.64,6.65,6.65,,,,,,,,,,
2019/04/01,15,6.69,19.00,6.66,6.66,6.66,6.66,6.66,6.65,6.66,6.66,,,,,,,,,,
2019/04/01,16,7.48,19.00,7.47,7.48,7.48,7.48,7.48,7.45,7.48,7.48,,,,,,,,,,
2019/04/01,17,6.31,12.83,6.31,6.31,5.99,5.99,5.99,5.99,5.99,5.99,,,,,,,,,,
2019/04/01,18,6.36,12.81,6.34,6.34,6.34,6.34,6.34,6.33,6.34,6.34,,,,,,,,,,
2019/04/01,19,6.31,12.83,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,,,,,,,,,,
2019/04/01,20,6.24,12.83,6.24,6.23,6.24,6.24,6.24,6.24,6.24,6.24,,,,,,,,,,
2019/04/01,21,5.78,12.83,5.98,5.98,5.98,5.98,5.98,5.98,5.96,5.98,,,,,,,,,,
2019/04/01,22,5.51,12.83,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,,,,,,,,,,
2019/04/01,23,5.46,12.81,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,,,,,,,,,,
